device_key,name,unit,device_id,device_name,address_ip
a5e25a92-c1f4-40a0-99ce-c890502ad6ed,THD Vc,%,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
8ebcf04c-ac49-4b07-8b17-974de3f9b439,THD Ib,%,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
d7bd7b53-d87e-491d-90ff-78778610d69a,Uab,V,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
ff225413-c4d2-47f6-b945-fdb2762234ca,Uca,V,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
9bf902b1-17d2-43c1-9558-4c6f10f2a0ea,THD Ubc,%,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
ad4f9211-6b1f-4d2a-a82c-7e87cc9d117b,THD Uab,%,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
738f23ca-1e8c-4542-a6ca-597604961c4a,S Tot.,VA,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
0fb47c49-ac10-4f1f-8df7-679256875678,Ia,A,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
0cfb02da-317d-4414-b50e-18d632102fb7,Positive active power history,W,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
689c0464-360e-4574-ad35-2228075d6f7b,Ic,A,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
5dc3f38b-deed-42ca-9e6c-8a4d1e885ebc,THD Uca,%,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
1c942d71-ed3d-4a29-8400-d181687ad1fc,THD Ia,%,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
673e95f9-4590-4c46-a15f-563fe8a6533b,Q Tot.,var,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
46f8cb3b-294f-449a-98a0-3b8694b5d647,Negative active power history,W,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
0f0a6181-a822-49b9-acfc-366258992f6a,Va,V,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
898b32ec-515c-4665-aa09-3068dab68409,Ubc,V,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
08a5c3f4-acaf-4d76-8641-a515b268fa77,Total Es,VAh,9fc55a20-0e61-11cd-8a46-0000022792cd,A0/TD1/I-35-1@5,192.168.7.10
57713099-8bb5-44d5-b1ea-f6c16a922ab7,THD Vb,%,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
54454959-8ff3-4283-a977-576c5acb4b39,THD Uca,%,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
1482be82-5744-4cb2-8997-189cc67c44f1,Total Er+,varh,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
bc240cc2-89d0-4673-bc2b-7d5d49077ca5,Uab,V,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
c1c3753e-2d1a-470b-a993-ad1eb16a03cd,THD Ic,%,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
4a47f65d-c29a-4919-b85f-911988462145,Vb,V,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
f633f5be-9584-4205-8e0a-a0cee7b2dd24,Total Ea+,Wh,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
e2964fdd-7918-49b6-a03e-245a80411815,Ubc,V,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
f61fabca-a880-4639-a0ca-d9359a965db3,Uca,V,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
22f3462d-6897-46c9-a0f7-1d012b5e28f9,Total Es,VAh,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
64cdcc64-650e-422a-86a5-80e24bdfd303,Positive active power history,W,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
534a744a-5159-4340-835e-6f64575c1640,THD Vc,%,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
7e8a5373-88a1-40b1-ad07-25372754de3d,Ib,A,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
addf5adf-7858-490a-965f-8652985664a8,THD Ib,%,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
3b68995e-5690-40e4-a3dc-3ed2d137dd26,Q Tot.,var,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
94536c96-b103-4e82-9acc-258f5db3332f,THD Uab,%,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
7bad0795-5376-4585-8f38-10751556c966,Total Er-,varh,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
ebfccc72-6f2c-431f-9a18-9adf41337889,Apparent power history,VA,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
c75e1efc-1cab-41cf-ae22-7aa4e21d0ad2,Vc,V,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
c0310b6f-ed8d-45c4-a7c0-8a5749cb2b82,THD Va,%,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
1f9e6f8f-2da6-4dad-93d0-33cd09f88c14,THD Ia,%,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
08274d00-2359-4ba5-936f-289b26013951,Total Ea-,Wh,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
89ad5e89-f3df-4604-b888-c761517b73f0,In,A,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
888456db-8136-45c9-b581-42d62189470c,THD Ubc,%,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
a79bfcf3-7432-46b4-bb94-554f0ed70fbd,Va,V,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
fd605e83-fd6b-450d-b1bb-8d8e5037e058,PF Tot.,-,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
93acd981-5e53-43d5-9386-193d55ec89f6,Frequency,Hz,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
153e8c31-3f7a-4b0b-b58a-1df676c8d8ea,THD In,%,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
f0e8cb86-532d-4b41-b0e2-266a3af70399,Ia,A,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
510478e8-ddfe-40d1-8d2f-f8562e4fb128,P Tot.,W,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
5bd687d2-7e63-4314-ab98-a099fb57fb92,Ic,A,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
c7a45102-a901-46e3-83ab-4504424760f8,Negative reactive power history,var,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
c04a48b5-2894-4050-b32d-93a280b2fdc2,Negative active power history,W,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
a81783fa-3596-4d0a-a137-aa8b3721c22c,Positive reactive power history,var,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
757fa894-1c9c-4d32-9a6a-986c0afdcdc6,S Tot.,VA,eb185770-0e61-11cd-b595-0000c1432be7,A1/TD1/I-35-1@5,192.168.7.11
aaa2ea62-58ea-4bc8-9344-0df547fc5498,Negative reactive power history,var,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
744d65ea-eccd-44f1-9d3f-63b352b3e6bb,THD Va,%,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
b919d11d-3a62-43ea-bc9b-a2b67013e6df,Vb,V,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
42a21d9b-776b-4641-85f5-8e0e56225b5d,Total Es,VAh,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
c1e82bd1-d8f0-422b-a73c-97f28ec8f534,THD In,%,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
cfe61768-c260-4f77-8d58-4e8b77c7a129,PF Tot.,-,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
fb7e2160-c690-48e1-8dba-e49e4e2fd0a3,Negative active power history,W,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
8e3fcdad-91c0-4d24-b60f-574412ea9943,Va,V,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
d5d0c171-7b99-4ac9-9bab-83340b0fd78a,Total Ea+,Wh,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
507ac1b8-7335-4431-b1be-dd887e7d08fa,Uca,V,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
9fed63df-c859-4cbd-9aca-0c521d9ef85d,Total Er-,varh,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
90f35705-657b-4b95-900a-a964cf1e511a,THD Vc,%,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
1627fb0d-6077-41b9-bfa0-5566d576ccb3,Uab,V,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
8f165613-333c-466f-980e-54042386ce88,THD Ia,%,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
359980b1-646b-477d-8931-01e5fc59b95b,Vc,V,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
0fa573f1-c6a2-427d-9bfc-4d5c45fe77a3,Ia,A,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
9f553019-bd6e-414a-888c-186e026235b9,Frequency,Hz,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
7311513c-5300-4602-a29a-c91f33becde5,THD Uca,%,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
7bba0d1a-378e-4937-b574-42675682e0cd,THD Ib,%,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
99a18642-0458-491c-8a45-6c7e7155088e,THD Vb,%,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
17ab5e0f-9b5e-4359-b98a-b4738b58fd60,Ic,A,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
6bba7c1b-cf23-43da-b43e-ff7ee18f3b97,S Tot.,VA,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
1aba324c-9898-4158-9193-7ca4346addc0,Q Tot.,var,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
25b73347-9815-4a49-9ba7-73202225d116,Positive reactive power history,var,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
14375bc7-eb4f-4cac-88f8-ae6be2dde5cd,P Tot.,W,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
fe077007-d56d-475a-9811-8c2d7f8a2eab,THD Ubc,%,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
51f1f9b8-8bcb-47d0-a309-cdb39a2f844d,Ubc,V,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
3963c0c1-f932-4765-bd1b-f257e94cfff6,Apparent power history,VA,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
92595075-d7f3-46d9-885a-c138f9e5bd91,THD Uab,%,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
0ff948ba-403d-4a8b-9315-2fa4e5daad06,THD Ic,%,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
c88bbeb0-e4cc-4be0-88ca-303b01294d19,In,A,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
80dbc757-e63f-4524-ad50-552e85d131be,Total Ea-,Wh,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
af348937-1428-4170-b9f5-1d4b79d69f69,Ib,A,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
678aa4e0-a3a0-4cf6-a188-f183fa3b3627,Total Er+,varh,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
5c4a352f-d09c-46a6-a049-1fd68dd8a0b4,Positive active power history,W,eb183060-0e61-11cd-b6f3-0000437cfa92,A1/TD1/I-35-2@4,192.168.7.11
239abb09-b591-48d3-93ef-a53d4fffb9b3,Total Ea-,Wh,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
68d0a1df-4c6c-4a60-b6c5-a2552baa3e02,Positive active power history,W,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
5f8d9103-094a-4dd1-96e1-0893ac163a79,THD Ib,%,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
5452c642-a6bc-4066-9e46-2546e752ba45,S Tot.,VA,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
729ab60a-4cda-4dbd-8e5c-28b3ed001084,Ubc,V,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
8f4da868-5e7c-45ca-87f5-aa28b7ec371e,THD Va,%,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
9cf59bda-f1c6-48a8-a6d3-c7d6021d1671,In,A,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
6f84217e-de5a-46f3-8369-1698dc278b53,Negative active power history,W,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
0d529b5f-5a04-43c5-9309-69b7c1f7acd0,Vc,V,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
70ae4cc5-b87f-428b-a98e-f642d56c390f,Frequency,Hz,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
bc594a17-e0af-4243-a6ce-c7f461fb19f1,Positive reactive power history,var,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
94079fff-23fb-47d8-952b-ef75c6c593e4,THD Ia,%,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
4ea2d312-1037-4b29-b05d-6958c3e6af52,THD Ubc,%,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
5dcc0a90-801c-48fe-af15-0de646682842,Uab,V,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
d78b4b95-8287-497c-a5d0-a9bc968b50f1,THD Uab,%,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
cdc0b21b-3563-4065-9c4e-e0a721739e96,Negative reactive power history,var,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
c44d19ea-9a73-4bdb-8329-02f38c1b9482,Ib,A,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
c2115105-a95a-4631-9a7a-4d94b5a25aa9,Q Tot.,var,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
8f9d0f64-2262-45ef-a342-8054e417097b,Va,V,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
ca8bf525-9259-4cfa-9ebe-856b4356895e,P Tot.,W,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
372e9a0e-8c0f-49ed-820e-9869fb9336a4,Total Es,VAh,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
f7f8f936-6fe8-461e-9272-be8de38e77a5,THD Vb,%,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
863a01b7-4726-4b86-81ab-b12982a23998,Uca,V,e3e64cf0-0e61-11cd-a29e-000046ecbb2b,A2/TD1/I-35-1@5,192.168.7.12
